"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Bulgaria","BGR","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5","4.9","3.5","3","4.6","5.1","5.5","5","3.9","6.1","4.8","3.5","2.3","2.8","1.4","","",
"Bahrain","BHR","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","","","0.7","","","0.4","","","","0.8","","","","","","","","","","","",
"Belarus","BLR","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.7","51.1","43.3","28.1","22.3","18.8","10.6","6","3.5","2.7","1.7","1.8","0.9","0.6","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0","0.1","","",
"Belize","BLZ","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8","33.1","","41.5","43.1","42.8","39.1","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.1","","32","35.4","29.8","31.6","","21.1","25.7","22.2","18.6","15.1","14.1","","10.4","11","9.3","9","8.6","10.1","9.2","7.7","5.7","6.4","5.4","",
"Brazil","BRA","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","42.9","43","50.9","50.1","45.2","26.1","36.5","39.3","36.4","41.6","","40.7","39.7","","29.7","30","30.2","28.9","29.9","","26.2","25.3","26.1","24.4","22.3","19.4","18","15.7","14.6","","12","10.6","9.5","8.6","9.3","10.6","11","10.9","10.8","5.3","11.3","",
"Barbados","BRB","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.6","","","","26.6","","","","","11.9","","","","","9.4","","","","","",
"Botswana","BWA","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","63.3","","","","","","","","55.5","","","","","","","","","49.6","","","","","","","36.7","","","","","","38","","","","","","","",
"Central African Republic","CAF","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.1","","","","","","","","","","","","","","","","80.8","","","","","","","","","","","","","","",
"Canada","CAN","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","3","","","","1.5","","","","","","0.7","","","","","","0.2","","","","0.2","","","0.2","","0.5","0.5","0.7","0.5","0.5","0.5","0.5","0.5","0.2","0.5","0.5","0.2","0.2","0.2","0.2","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","","","","",
"Central Europe and the Baltics","CEB","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","0.7","","","","","","","","","","0.7","","","","","","","","0.2","","0","","","","0.2","0.1","0.1","0.1","0.1","0","0","0","0","0","0.1","0","0","","","","",
"Channel Islands","CHI","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.8","","","28.1","","21.6","","20.2","","16.2","","14.9","","16","","","15.3","","","7.8","","","5.8","","4","","2","","1.6","","1.1","","","1.7","","",
"China","CHN","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.7","","","87.1","","","78.1","","","73.3","","","62.8","","","49","","","39.7","","33.1","28","24.2","15.8","12.7","9.8","7.8","6.8","5","3","","","",
"Cote d'Ivoire","CIV","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","23.9","23.8","32.1","41.3","","","","55.4","","","55.9","","","64.5","","","","63.5","","","","","","62.9","","","","","","","63.2","","","39.6","","","","",
"Cameroon","CMR","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.4","","","","","55.8","","","","","","58.5","","","","","","","47","","","","","","","","",
"Congo, Dem. Rep.","COD","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.6","","","","","","","","87.7","","","","","","","","","","",
"Congo, Rep.","COG","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.8","","","","","","59.1","","","","","","","","","","","",
"Colombia","COL","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.9","","","","34.2","","","38.2","33.2","39.5","30.9","29.3","28.8","25.6","","","24.1","22.2","20","17.9","16.8","15.3","14.3","13","12.9","12.1","12.2","13.7","19.3","16","",
"Comoros","COM","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.3","","","","","","","","","","39.5","","","","","","","","",
"Cabo Verde","CPV","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.1","","","","","","30.7","","","","","","","","19.3","","","","","","","",
"Costa Rica","CRI","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","44.4","","","","","28.6","","","21.5","20.8","24.5","21.2","17.4","14.7","15.3","17.6","15.1","11.9","14","14.8","11.5","10.5","10.5","9.8","8.5","8.2","5.9","5.7","6.1","4.1","4.8","4.4","4.3","4.3","4.4","4.1","3.1","4","3.5","6","3.7","",
"Caribbean small states","CSS","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0","0","0","0.1","0.1","0","0","0.2","0.2","0.1","0.1","0.1","0.1","0.2","0.1","","",
"Czechia","CZE","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","0.2","","","","","","0","","0","0.1","0.1","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0","0.1","0.1","0","0","0","","",
"Germany","DEU","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.2","0","0.2","0.2","0.2","0.2","0","0.2","0","0.2","0","0.2","0","0","0","0","0.2","0","0.2","0","0","0","0.2","0","0.2","0.5","0.2","0.2","","","",
"Djibouti","DJI","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.6","","","","","","","","","","42.2","47.8","","","","43.8","","","","","",
"Dominica","DMA","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","","","","","0.7","","","0.2","","","","","0","","","0.4","0.3","0.3","0.2","0.3","0.4","0.6","0.1","0","0","0.3","0.2","0.3","0.3","0.2","0.2","0.3","0.2","","",
"Dominican Republic","DOM","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9","","","37","","","23.1","","","","17.6","16.2","","","16.1","16.1","17.7","21.8","27.9","21.4","18.6","18.1","18.6","16.8","16.7","13.7","14.3","13.7","10.9","8.8","8","5.4","4.2","3.5","5.2","4.3","",
"Algeria","DZA","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.2","","","","","","","24.2","","","","","","","","","","","","","","","","4","","","","","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","94.2","93.8","93.2","92.2","91.4","90.5","89.1","86.9","88.4","87.4","86.4","84.6","82.5","79.9","77.1","74.3","73.3","73","70.6","67.6","65.2","61","57.9","54.4","49.4","47.5","43.5","41.2","38.3","34","29.8","26.7","20.3","17.6","14.7","12.7","11.3","9.4","7.6","","","",
"Europe & Central Asia (excluding high income)","ECA","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3","11.8","14.9","17.4","21.7","19.6","20.6","18.4","18.9","24.4","21.2","19.1","17","16","13.7","12.9","11","9.7","8.4","8.3","8.2","7.8","7.6","7.3","7.5","7.3","6.7","6.6","6","6.1","6.2","","",
"Ecuador","ECU","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.2","","","","","40.5","50.3","","","30.8","32.4","25.5","20.1","19.6","18.5","17.7","15.1","12.3","11.7","10.2","8.7","9.5","9.5","8.9","9.7","9.9","14.4","10.9","",
"Egypt, Arab Rep.","EGY","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.9","","","","","33.9","","","","20.1","","","","","28.1","","","","26","","17.8","","13.7","","","13.2","","22","","17.6","","","",
"Euro area","EMU","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","1.7","","","","","1.2","","","","","0.7","","","","","1.7","","","","","0.7","","","1.2","1.3","1.1","1.1","0.7","0.9","1.1","1.1","1.6","1.5","1.7","1.5","1.5","1.7","1.1","1.2","1.1","1.4","","",
"Estonia","EST","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","3.2","1.9","1.4","0.9","0.9","1.2","1.8","1.6","1.5","1.6","1.4","0.9","0.7","0.6","0.5","0.9","0.5","","",
"Ethiopia","ETH","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.9","","","","89.5","","","","","77","","","","","","71.3","","","","","65","","","","","","","",
"European Union","EUU","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.8","68.4","69.1","68.9","68.3","67.8","69.9","","66.9","66.6","66.2","63.5","61.6","60.5","59.6","58.7","58.1","56.6","56.3","55.6","55.2","54.3","57","56.6","56.4","56","","","","",
"Finland","FIN","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","0","","","","","0","","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0","","",
"Fiji","FJI","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8","","","","","","9.4","","","","","6","","","","","","12.4","","","",
"France","FRA","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","0.2","","","","","0.7","","","","0.5","","","","","0.5","","","","","","0.2","","","","","","0.2","0.2","0.2","0.2","0.2","0.2","0","0.2","0.1","0.1","0.1","0","0","0.1","0.1","0.1","0.1","0.1","0","0.2","0.1","0","0.1","0.1","0.2","","",
"Faroe Islands","FRO","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.1","","","","","","","","40.7","","","","","","","","","",
"Gabon","GAB","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","","","","","","","","","","","","8.1","","","","","",
"United Kingdom","GBR","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","0.2","0.2","0.2","0.2","0.5","0","0.2","0.2","0.2","0.2","0","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.5","0.5","0.2","0.2","0.2","0.2","0.2","0.5","0.5","0.2","0.2","0.5","0.2","0.5","0.5","0.5","0.5","0.5","0.5","0.2","0.5","0.5","0.5","0.5","0.5","0.5","0.5","","",
"Georgia","GEO","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.9","40.7","39.4","47.1","49.6","52.4","35.5","35.9","32.7","35.2","35.6","37.8","34.1","34.3","35.7","33.3","29.6","25.3","22","20","20.1","20.1","19.6","18.5","21.4","19.1","",
"Ghana","GHA","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","85.3","","","87","","","","","","","78.7","","","","","","","70.1","","","","","","","51.9","","","","48.8","","","","","","",
"Gibraltar","GIB","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.9","","","66.7","","","","","","","","78.8","","","","","74.6","","","","","59.7","","","","","","46.6","","","","",
"Gambia, The","GMB","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.5","","","","","73.5","","","","","","","59.5","","","","","44.6","","","","","47","","",
"Guinea-Bissau","GNB","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.3","","69.5","","","","","","","","","82.6","","","","","","","","84.5","","","","","","","","56.8","","","","",
"Equatorial Guinea","GNQ","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","","","","","1","","","0.7","1","0.5","0.9","0.7","0.5","0.7","1.3","2","2.8","2.6","2.9","2.8","2","1.6","0.3","1.3","1.6","","",
"Grenada","GRD","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
